timestamp,image,label,latency_ms
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_1085.jpg,others,15.3686830000197
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/chihuahua_170.jpg,dogs,12.524095999992824
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/keeshond_171.jpg,dogs,13.686896999956844
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/leonberger_158.jpg,dogs,14.24797499998931
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_211.jpg,others,12.829042000021218
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/american_pit_bull_terrier_106.jpg,dogs,14.612958000043363
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_707.jpg,others,12.743930000056025
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_1045.jpg,others,14.675199000066641
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/havanese_113.jpg,dogs,12.553336999985731
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/saint_bernard_127.jpg,dogs,12.920912000026874
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/samoyed_135.jpg,dogs,14.74825500008592
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/staffordshire_bull_terrier_101.jpg,dogs,13.405527000031725
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/pug_111.jpg,dogs,13.821750000033717
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/yorkshire_terrier_184.jpg,dogs,13.325785000006363
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/Russian_Blue_109.jpg,cats,13.505527000006623
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_1289.jpg,others,12.389761999997972
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/Sphynx_167.jpg,cats,12.50922500003071
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/japanese_chin_184.jpg,dogs,12.061259999995855
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_827.jpg,others,13.10865499999636
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/staffordshire_bull_terrier_163.jpg,dogs,12.028278999991926
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_1247.jpg,others,13.268561999893791
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/basset_hound_128.jpg,dogs,11.915370999986408
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/Persian_163.jpg,cats,19.37727699998959
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_1240.jpg,others,18.28338200004964
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/Maine_Coon_100.jpg,cats,17.825566000055915
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_761.jpg,others,20.36255899997741
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/Abyssinian_155.jpg,cats,17.314765999913106
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_1173.jpg,others,13.140579999912916
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/staffordshire_bull_terrier_137.jpg,dogs,13.794843000027868
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/saint_bernard_155.jpg,dogs,13.395877999982986
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/Abyssinian_197.jpg,cats,13.640841999972508
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/japanese_chin_129.jpg,dogs,13.008209999952669
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/Maine_Coon_208.jpg,cats,15.965481999955955
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/scottish_terrier_173.jpg,dogs,13.43185899997934
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_215.jpg,others,14.326659999937874
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_1270.jpg,others,13.173785000049065
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_1076.jpg,others,13.656212999990203
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/saint_bernard_18.jpg,dogs,15.310869000018101
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_1410.jpg,others,13.016560999972171
2026-06-21 00:51:23,/app/src/camera_input/captured_frames/living_559.jpg,others,13.078969000048346
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/living_623.jpg,others,13.659878999987995
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/japanese_chin_130.jpg,dogs,15.432812999961243
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/Egyptian_Mau_109.jpg,cats,12.64702200001011
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/living_155.jpg,others,13.832268999976804
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/living_492.jpg,others,13.185043000021324
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/american_bulldog_144.jpg,dogs,14.332492999983515
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/living_941.jpg,others,13.28326600003038
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/living_317.jpg,others,14.287104000004547
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/living_401.jpg,others,13.262005999990834
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/living_269.jpg,others,12.823486000002049
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/living_246.jpg,others,14.840569000057258
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/scottish_terrier_130.jpg,dogs,13.038209000001189
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/Persian_19.jpg,cats,13.554341000030945
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/Maine_Coon_111.jpg,cats,13.204857999994601
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/wheaten_terrier_103.jpg,dogs,13.519655999971292
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/Persian_13.jpg,cats,13.402896999991754
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/newfoundland_116.jpg,dogs,14.033306999976958
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/wheaten_terrier_185.jpg,dogs,13.366691999976865
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/living_1371.jpg,others,14.889347000007547
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/living_392.jpg,others,13.402063000057751
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/japanese_chin_183.jpg,dogs,14.872181000100682
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/keeshond_103.jpg,dogs,13.438321999956315
2026-06-21 00:51:24,/app/src/camera_input/captured_frames/leonberger_132.jpg,dogs,14.085453999996389
